business_date,year,month,day_name,dow_num,is_weekend,quarters,price_mean,price_median,price_min,price_max,price_std,res_share_mean,negative_quarters,spread_20
2026-07-20,2026,7,Monday,0,False,96,496.49,512.79,120.59,845.81,195.52,0.3985,0,561.98
2026-07-21,2026,7,Tuesday,1,False,96,512.82,551.6,142.07,788.03,180.58,0.401,0,496.98
2026-07-22,2026,7,Wednesday,2,False,96,474.89,562.77,29.1,749.8,212.8,0.3808,0,583.05
2026-07-23,2026,7,Thursday,3,False,96,546.1,552.63,282.68,796.31,118.22,0.3485,0,322.72
2026-07-24,2026,7,Friday,4,False,96,588.42,641.72,111.55,979.11,213.4,0.3048,0,603.74
2026-07-25,2026,7,Saturday,5,True,96,442.89,600.56,-13.52,810.39,300.82,0.3472,16,735.2
2026-07-26,2026,7,Sunday,6,True,96,389.79,562.62,-57.54,685.01,287.16,0.4477,22,669.58
2026-07-27,2026,7,Monday,0,False,96,413.97,461.46,4.16,838.05,244.71,0.4356,0,686.16
2026-07-28,2026,7,Tuesday,1,False,96,484.92,582.68,-10.65,1082.02,335.95,0.4721,7,912.39
2026-07-29,2026,7,Wednesday,2,False,96,573.0,594.78,98.14,1343.01,266.82,0.3256,0,774.15
2026-07-30,2026,7,Thursday,3,False,96,543.61,587.21,18.54,1306.06,302.84,0.394,0,884.98
2026-07-31,2026,7,Friday,4,False,96,652.99,646.5,266.73,1470.11,270.75,0.3276,0,742.49
2026-08-01,2026,8,Saturday,5,True,96,588.33,631.45,428.98,810.32,108.22,0.2379,0,291.67
2026-08-02,2026,8,Sunday,6,True,96,454.55,620.9,-1.71,843.69,291.91,0.3019,1,746.31
2026-08-03,2026,8,Monday,0,False,96,585.84,568.6,111.6,1515.42,279.22,0.3413,0,789.21
2026-08-04,2026,8,Tuesday,1,False,96,682.9,568.97,274.13,1971.19,401.25,0.3012,0,1003.84
2026-08-05,2026,8,Wednesday,2,False,96,667.78,597.51,2.07,2218.75,476.39,0.2646,0,1327.87
2026-08-06,2026,8,Thursday,3,False,96,716.65,625.64,346.95,1983.29,362.07,0.2592,0,927.15
2026-08-07,2026,8,Friday,4,False,96,564.98,574.72,63.79,1251.26,271.52,0.3002,0,783.27
2026-08-08,2026,8,Saturday,5,True,96,477.63,626.29,1.49,852.3,285.84,0.3201,0,762.18
2026-08-09,2026,8,Sunday,6,True,96,395.68,567.74,-28.71,804.58,305.19,0.4145,25,740.8
2026-08-10,2026,8,Monday,0,False,96,635.45,579.07,261.21,1485.12,281.45,0.3796,0,760.06
2026-08-11,2026,8,Tuesday,1,False,96,488.42,572.74,-22.52,1306.3,344.2,0.3819,15,943.82
2026-08-12,2026,8,Wednesday,2,False,96,637.32,645.96,73.68,1930.24,351.71,0.3017,0,973.64
2026-08-13,2026,8,Thursday,3,False,96,619.5,641.67,78.31,1717.82,328.2,0.3165,0,920.42
2026-08-14,2026,8,Friday,4,False,96,603.36,639.17,35.05,1428.0,314.87,0.3865,0,898.54
2026-08-15,2026,8,Saturday,5,True,96,459.32,640.26,-17.96,859.16,320.65,0.4622,14,797.12
2026-08-16,2026,8,Sunday,6,True,96,560.63,654.04,75.7,874.68,243.8,0.3756,0,681.69
2026-08-17,2026,8,Monday,0,False,96,760.45,734.92,517.83,1304.2,188.89,0.2278,0,524.88
2026-08-18,2026,8,Tuesday,1,False,96,657.69,641.83,470.6,985.36,132.23,0.3284,0,374.18
2026-08-19,2026,8,Wednesday,2,False,96,675.69,647.96,499.29,986.64,116.07,0.2676,0,321.93
